Decline this bribe?,¿Rechazar este soborno?
Declined,Rechazado
Decrease flag reward by this percent per capture.,Disminuya la recompensa de la bandera en este porcentaje por captura.
deduct on & after,deducir en y después
Delete,Borrar
Delete Category,Eliminar categoría
Delete File Upload,Eliminar carga de archivo
Delete Game Level,Eliminar nivel de juego
Description,Descripción
DESCRIPTION,DESCRIPCIÓN
Details,Detalles
Disable,Inhabilitar
Disabling this option will skip the story line and give the player an instant capture message.,Deshabilitar esta opción saltará la línea de la historia y le dará al jugador un mensaje instantáneo de captura.
Display Hints Taken,Mostrar sugerencias tomadas
Do not delete or modify community flags unless instructed. Do not attack other players unless outlined in the game goals.,No elimine ni modifique las banderas de la comunidad a menos que se le indique. No ataque a otros jugadores a menos que se indique en los objetivos del juego.
Download,Descargar
Download File,Descargar archivo
Download the command line botnet monitor,Descargue el monitor de botnet de línea de comando
Dynamic Scoring,Puntaje Dinámico
"Each player will target challenges of varying difficulty and sophistication, attempting to collect flags and win glory.  Good luck!","Cada jugador tendrá como objetivo desafíos de diversa dificultad y sofisticación, intentando recoger banderas y ganar la gloria. ¡Buena suerte!"
Edit,Editar
Edit Category,Editar categoria
Edit Game Level,Editar nivel de juego
Edit Level,Editar nivel
Edit Market Item,Editar artículo de mercado
Email,Email
EMPTY,VACÍO
Enable,Habilitar
"Enabling this feature will allow players to create their own teams during registration.  If this option is disabled, the admin must create teams for players to join.","Al habilitar esta función, los jugadores podrán crear sus propios equipos durante el registro. Si esta opción está desactivada, el administrador debe crear equipos para que los jugadores se unan."
Enabling this feature will allow players to share code (pastebin) and files in-game.  Disabling this feature will remove these options from the Tools Menu.,"Al habilitar esta función, los jugadores podrán compartir código (pastebin) y archivos en el juego. Deshabilitar esta función eliminará estas opciones del menú Herramientas."
"Enabling this feature will allow teams to purchase upgrades, such as the Federal Reserve, Source Code Market, or SWAT.","Al habilitar esta función, los equipos podrán comprar actualizaciones, como la Reserva Federal, el Mercado de Código Fuente o SWAT."
"Enabling this feature will allow the game to display flag or box capture messages that may be added. By default, the game follows the storyline of Morris, an employer that assigns missions.","Habilitar esta función permitirá que el juego muestre mensajes de captura de bandera o cuadro que se pueden agregar. Por defecto, el juego sigue la historia de Morris, un empleador que asigna misiones."
"Enabling this feature will apply a penalty for incorrect capture attempts.  The penalty is an instant deduction from the score, not a decrease in the flag value.","Habilitar esta función aplicará una penalización por intentos de captura incorrectos. La penalización es una deducción instantánea del puntaje, no una disminución en el valor de la bandera."
"Enabling this feature will decrease the reward for a flag based on the number of captures.  If this option is disabled, the flag value remains consistent as other players capture it.","Habilitar esta función disminuirá la recompensa por una bandera en función del número de capturas. Si esta opción está desactivada, el valor de la bandera permanece constante mientras otros jugadores lo capturan."
Enabling this feature will display the number of hints taken on the scoreboard by a team or player.  Useful when hints are free.  A lower hint count is used for sorting when scores or flags are equal.  Disabling this option will remove the hint count from the scoreboard.,Habilitar esta función mostrará el número de pistas tomadas en el marcador por un equipo o jugador. Útil cuando las pistas son gratis. Se utiliza un recuento de pistas más bajo para ordenar cuando los puntajes o las banderas son iguales. Deshabilitar esta opción eliminará el recuento de pistas del marcador.
"Enabling this feature will display the player MVP scoreboard.  Any player that has contributed points to the team will be displayed.  If this option is disabled, the MVP Scoreboard will be hidden.","Habilitar esta función mostrará el marcador MVP del jugador. Se mostrará cualquier jugador que haya aportado puntos al equipo. Si esta opción está desactivada, el marcador de MVP estará oculto."
Enabling this feature will require players to provide a valid registration token in order to create a new account.  Registration tokens are created in the admin interface.,Habilitar esta función requerirá que los jugadores proporcionen un token de registro válido para crear una nueva cuenta. Los tokens de registro se crean en la interfaz de administración.
Enabling this feature will require players to provide an email address in order to create a new account.,Habilitar esta función requerirá que los jugadores proporcionen una dirección de correo electrónico para crear una nueva cuenta.
Enabling this feature will send flag and level unlock notifications to all players in the game.  Disabling this option will limit those notifications to team members.,Habilitar esta función enviará notificaciones de desbloqueo de nivel y bandera a todos los jugadores en el juego. Deshabilitar esta opción limitará esas notificaciones a los miembros del equipo.
"Enabling this feature will set the game and scoreboard up for team competitive play.  If this option is disabled, the game is set up for individual competitive play.","Habilitar esta función configurará el juego y el marcador para el juego competitivo del equipo. Si esta opción está desactivada, el juego está configurado para el juego competitivo individual."
"Enabling this feature will set the game to use a money based scoring system.  If this option is disabled, the game uses a points based scoring system.","Al habilitar esta función, el juego utilizará un sistema de puntuación basado en dinero. Si esta opción está desactivada, el juego usa un sistema de puntuación basado en puntos."
Enabling this setting activates the botnet features.  Teams can run their bot executables on boxes they pwn and are paid for each bot over time.,Habilitar esta configuración activa las funciones de botnet. Los equipos pueden ejecutar sus archivos ejecutables de bot en cajas que pug y se les paga por cada bot con el tiempo.
END SECURE COMMUNIQUE,FIN COMUNICADO SEGURO
ERROR,ERROR
Export Game Objects,Exportar objetos de juego
Export XML,Exportar XML
Export XML,Exportar XML
Failed Attempts,Intentos fallidos
Failed Logins,Inicios de sesión fallidos
Failure has a cost. Be careful as penalties are applied when incorrect answers are submitted.,El fracaso tiene un costo. Tenga cuidado ya que se aplican sanciones cuando se envían respuestas incorrectas.
Federal Reserve,Reserva Federal
Federal Reserve Bank,Banco de la Reserva Federal
File,Expediente
File Description,Descripción del archivo
File Flag,Indicador de archivo
File Name,Nombre del archivo
File Sharing,Compartición de archivos
File Size,Tamaño del archivo
First Login,Primer inicio de sesión
Flag,Bandera
Flag Decrease Value,Marcar valor de disminución
Flag Details,Detalles de la bandera
Flag Penalty % Cost,Marcar Penalidad% Costo
Flag Penalty Cost,Marcar costo de penalización
Flag Penalty Start,Marcar inicio de penalización
Flag Penalty Stop,Marcar Penalty Stop
Flags,Banderas
Flags / Boxes / Corp.,Banderas / Cajas / Corp.
Flags Captured,Banderas capturadas
Flags on,Banderas en
for,para
Forbidden,Prohibido
Game,Juego
Game Control,Control del juego
Game Information,Información del juego
Game Level,Nivel de juego
Game Levels,Niveles de juego
Game Management,Administración de juegos
Game Materials,Materiales de juego
Game Name,Nombre del juego
Game Progress,Progreso del juego
Get help with,Obtenga ayuda con
Glitch in the Matrix,Glitch en la matriz
Global Notifications,Notificaciones globales
Handle,Encargarse de
Hint,Insinuación
Hint not yet taken,Sugerencia aún no tomada
Hints,Consejos
Hints Taken,Consejos tomados
History,Historia
Home,Casa
"If this option is disabled, there is no cost for submitting incorrect flags.","Si esta opción está desactivada, no hay ningún costo por enviar indicadores incorrectos."
Import File,Importar archivo
Import XML,Importar XML
Import XML,Importar XML
In Progress,En progreso
Income,Ingresos
Incoming Transmission,Transmisión entrante
Incorrect,Incorrecto
Incorrect Penalty,Penalización incorrecta
indicates use by another player,indica uso por otro jugador
INFO,INFORMACIÓN
Information,Información
Invalid CSRF Token,Token CSRF inválido
IP Address,Dirección IP
IP Address,Dirección IP
IP Version,Versión IP
It appears you're an unsophisticated script kiddie!,¡Parece que eres un guionista poco sofisticado!
"It can be visible to all visitors (public), to authenticated users (players), or only to administrators (admins).","Puede ser visible para todos los visitantes (públicos), para usuarios autenticados (jugadores), o solo para administradores (administradores)."
"It looks like you typed a URL incorrectly, or were attempting to find something you ought not have access to.",Parece que escribiste una URL incorrectamente o intentaste encontrar algo a lo que no deberías tener acceso.
"It's about the money and it's time to cash in on those skills!  This game is set up to use a banking system, so waste no time to build your fortune and buy what you need to win.","¡Se trata del dinero y es hora de sacar provecho de esas habilidades! Este juego está configurado para usar un sistema bancario, así que no pierdas el tiempo para construir tu fortuna y comprar lo que necesitas para ganar."
Item Cost,Coste del artículo
Join Existing Team,Únete al equipo existente
Known IP Addresses,Direcciones IP conocidas
Last Ping,Last Ping
Learn,Aprender
Level,Nivel
Level Name,Nombre de nivel
Level Number,Numero de nivel
Limit number of players that can be on any one team,Limite la cantidad de jugadores que pueden estar en un equipo
"Limits the number of attempts to capture a flag.  Once the limit is reached, no further action can be taken on that flag.","Limita el número de intentos de capturar una bandera. Una vez que se alcanza el límite, no se pueden tomar más medidas sobre esa bandera."
Locked by,Bloqueado por
Login,Iniciar sesión
Login Password,Contraseña de inicio de sesión
Logout,Cerrar sesión
Mainframe Console,Consola Mainframe
Manage Black Market,Administrar el mercado negro
Manage Categories,Gestionar categorías
Market Objects,Objetos de mercado
Max,Max
Max Flag Attempts,Intentos máximos de la bandera
Max PasteBin Size,Tamaño Máx.
Max Team Size,Tamaño máximo del equipo
Maximum Flag Attempts,Intentos máximos de bandera
Maximum Penalty,Pena máxima
Maximum Penalty is determined as,La pena máxima se determina como
Min user password length,Longitud mínima de contraseña de usuario
Minimum User Password Length,Longitud mínima de contraseña de usuario
Mission Progress,Progreso de la misión
Missions,Misiones
Money,Dinero
Motto,Lema
Multiple Choice Flag,Bandera de opción múltiple
MVP,MVP
MVP - List Top N Payers,MVP - Lista de los mejores pagadores N
MVP List Top,MVP List Top
MVP Scoreboard,MVP Scoreboard
MVP Scoreboard,MVP Scoreboard
Name,Nombre
New Bank Account Password,Nueva contraseña de cuenta bancaria
New Bank Password,Nueva contraseña bancaria
New Box,Nueva caja
New Category,Nueva categoría
New Corporation,Nueva corporación
New Flag,Nueva bandera
New Game Level,Nuevo nivel de juego
New Password,Nueva contraseña
New Team,Nuevo equipo
No boxes in this corporation yet,No hay cajas en esta corporación todavía
No boxes on this level yet,No hay cajas en este nivel todavía
No Bribes in Progress,No hay sobornos en progreso
No Completed Bribes,Sin sobornos completados
No flags captured yet.,No hay banderas capturadas todavía.
No flags on this box yet,Aún no hay banderas en este cuadro
No further penalty thereafter.,No hay más penalización a partir de entonces.
No Lock,Sin bloqueo
No Pending Bribes,Sin sobornos pendientes
No sheep yet - check back later.,Aún no hay ovejas. Vuelve más tarde.
No Source Code For Sale at This Time,No hay código fuente a la venta en este momento
No Tokens in Database,No hay tokens en la base de datos
No upgrades left.,No quedan actualizaciones.
Noob Alert,Alerta novato
"Not all options are accessible in the web configuration.  For more, see","No todas las opciones son accesibles en la configuración web. Para más, ver"
Note,Nota
NOTE: This setting is ignored if the box flag submission type is set to Single Box.,NOTA: Esta configuración se ignora si el tipo de envío del marcador de cuadro se establece en Cuadro único.
Notifications,Notificaciones
Number of Bots,Numero de bots
Number of Flags,Número de banderas
of Flag Value,del valor de la bandera
of the flag's value. It will start on the,del valor de la bandera. Comenzará en el
Old Password,Contraseña anterior
only,solamente
Or Choose Existing,O elija existente
Outcome,Salir
Outcome,Salir
Password,Contraseña
Password Cracking Leaderboard,Tabla de clasificación para descifrar contraseñas
Password Security,Seguridad de contraseña
Password Upgrade Cost,Costo de actualización de contraseña
Passwords Cracked,Contraseñas Rotas
Paste Name,Pegar nombre
Paste Text Here,Pega el texto aquí
PasteBin,PasteBin
Pastebin Character Limit,Límite de caracteres de Pastebin
Pause Registration,Pausar registro
Pause Scoreboard,Pausar marcador
Penalize the score by this percent of the flag value for each incorrect attempt (applied after dynamic scoring if enabled).,Penalice la puntuación en este porcentaje del valor de la bandera por cada intento incorrecto (aplicado después de la puntuación dinámica si está habilitado).
Pending,Pendiente
Pending Bribes,Sobornos pendientes
Plain Text,Texto sin formato
Play Story,Reproducir una historia
player,jugador
Player,Jugador
Player Alias,Alias ​​de jugador
Player Name,Nombre del jugador
"Player's bank account passwords are also available, allowing you to crack each other's passwords and steal the money.","Las contraseñas de las cuentas bancarias del jugador también están disponibles, lo que le permite descifrar las contraseñas de los demás y robar el dinero."
Players,Jugadores
points,puntos
Points,Puntos
Previous Bribes,Sobornos anteriores
Price,Precio
Private,Privado
Programming,Programación
Public,Público
Public Team Creation,Creación de equipo público
Public Teams,Equipos públicos
Purchase,Compra
Purchase Unlock,Compra Desbloquear
Purchased,Comprado
Rank By,Clasificar por
Regex Flag,Bandera de expresiones regulares
Register Account,Registrar Cuenta
Registration,Registro
Registration Email,Correo electrónico de registro
Registration Tokens,Fichas de registro
Require Email,Requerir correo electrónico
Reset Actions,Restablecer acciones
Reset Game,Reiniciar el juego
Reset Game,Reiniciar el juego
Reset player / team starting points / money,Restablecer puntos de partida jugador / equipo / dinero
Restrict players bank password to this length,Restrinja la contraseña bancaria de los jugadores a esta longitud
Restrict players user password to this length,Restrinja la contraseña de usuario de los jugadores a esta longitud
Resume Registration,Reanudar registro
Resume Scoreboard,Reanudar marcador
Return to Edit,Regresar a Editar
Return to Missions,Regresar a Misiones
Reward,Recompensa
Rules of Engagement: Do not attack the game scoreboard platform.  Do not change the passwords of existing accounts in the network unless specified by a game objective.,Reglas de compromiso: no ataque la plataforma del marcador del juego. No cambie las contraseñas de las cuentas existentes en la red a menos que lo especifique un objetivo del juego.
S.W.A.T,S.W.A.T
Save,Salvar
Score,Puntuación
Scoreboard,Marcador
Scoreboard Rank By,Clasificación del marcador por
Scoreboard Visibility,Visibilidad del marcador
See All,Ver todo
Select a Theme,Selecciona un tema
Select Avatar,Seleccionar avatar
Select New Avatar,Seleccionar nuevo avatar
Send,Enviar
Send a global notification to all players,Enviar una notificación global a todos los jugadores.
Set Countdown Timer,Establecer temporizador de cuenta regresiva
Set the game countdown timer,Establecer el temporizador de cuenta regresiva del juego
Settings,Configuraciones
Share your team code to allow other players to join,Comparte el código de tu equipo para permitir que otros jugadores se unan
Shared Files,Archivos compartidos
Sheep,Oveja
Show MVP,Mostrar MVP
Since Score,Desde puntuación
Skill Progress,Progreso de habilidades
Source Code,Código fuente
Source Code Market,Mercado de código fuente
Special Thanks,Gracias especiales
Start a New Team,Comience un nuevo equipo
Start the Game,Comenzar el juego
start with 0 points,comenzar con 0 puntos
Starting Money,Dinero inicial
Static Flag,Bandera estática
Statistics,Estadística
stop on & after,parar y después
Stop the Game,Detener el juego
Story,Historia
Story Mode,Modo historia
Submit,Enviar
Submit a Bug,Enviar un error
Submit a Flag,Enviar una bandera
Submit Bribe,Enviar soborno
Submit Bribes,Enviar sobornos
Submit Flag,Enviar bandera
SUCCESS,ÉXITO
Success!,¡Éxito!
Successful,Exitoso
Successful Captures,Capturas exitosas
Successful Registration,Registro exitoso
Successfully created a new account for,Se creó con éxito una nueva cuenta para
Summary,Resumen
Switch Level,Cambiar nivel
Take,Tomar
Take Hint,Toma una pista
Taken,Tomado
Target,Objetivo
Target Handle,Manija objetivo
team,equipo
Team,Equipo
Team Code,Código de equipo
Team File Share,Team File Share
Team Information,Informacion del equipo
Team Motto,Lema del equipo
Team Name,Nombre del equipo
Team PasteBin,Team PasteBin
Team Play,Juego en equipo
Team Shares,Acciones del equipo
Team Sharing,Team Sharing
Teams,Equipos
The black market is open and you know a guy. Download a target's source code or S.W.A.T. other players by bribing the (in-game) police.,El mercado negro está abierto y conoces a un chico. Descarga el código fuente de un objetivo o SWAT a otros jugadores sobornando a la policía (en el juego).
The deduction is,La deducción es
"The only other possibility is that I messed up some of the code, and that doesn't seem very likely.","La única otra posibilidad es que estropeé parte del código, y eso no parece muy probable."
The starting money for a new,El dinero inicial para un nuevo
Theme,Tema
There are currently no shared files.,Actualmente no hay archivos compartidos.
"This game is set up to use dynamic scoring, meaning as other players capture the flags, the value of those flags will decrease.  So grab them fast or lose out!","Este juego está configurado para usar puntuación dinámica, lo que significa que a medida que otros jugadores capturen las banderas, el valor de esas banderas disminuirá. ¡Así que agárralos rápido o pierde!"
This is the amount a player must pay to S.W.A.T. another players account.  Subsequent SWATs of the same player are also increased by this amount each time.,Esta es la cantidad que un jugador debe pagar para SWAT en la cuenta de otro jugador. Los SWAT posteriores del mismo jugador también se incrementan en esta cantidad cada vez.
This is the amount a player must pay to upgrade their bank passwords hashing algorithm,Esta es la cantidad que un jugador debe pagar para actualizar su algoritmo de hash de contraseñas bancarias
This is the amount of money a team is paid per-bot on every interval.  The interval must be set in the .cfg file manually,Esta es la cantidad de dinero que se le paga a un equipo por bot en cada intervalo. El intervalo debe establecerse en el archivo .cfg manualmente
This is the maximum number of players displayed on the MVP list (default 10) with a score > 0.,Este es el número máximo de jugadores que se muestran en la lista de MVP (por defecto 10) con una puntuación> 0.
This is the name that will appear in the upper left corner,Este es el nombre que aparecerá en la esquina superior izquierda
This is the the limit of characters allowed for a pastebin post.,Este es el límite de caracteres permitido para una publicación de pastebin.
This selection determines the method by which the scoreboard is primarily ranked.,Esta selección determina el método por el cual el marcador se clasifica principalmente.
This selection determines the visibility of the scoreboard menu and pages.,Esta selección determina la visibilidad del menú y las páginas del marcador.
This will also delete boxes and flags associated with this level.,Esto también eliminará cuadros y banderas asociadas con este nivel.
Threshold,Límite
Time,Hora
"Time to create a botnet. By uploading a small bot program to target machines, you can be periodically rewarded for each bot in your botnet; the larger the botnet the larger the reward.","Es hora de crear una botnet. Al cargar un pequeño programa de bot en las máquinas de destino, puede ser recompensado periódicamente por cada bot en su botnet; cuanto mayor sea la botnet, mayor será la recompensa."
"To restore this RTB instance, you may also need the contents under the files directory, to include the rootthebox.cfg.","Para restaurar esta instancia de RTB, también puede necesitar los contenidos en el directorio de archivos, para incluir rootthebox.cfg."
Token,Simbólico
Tools,Herramientas
Tools & Upgrades,Herramientas y actualizaciones
Total Cash Stolen,Total de efectivo robado
Unlock,desbloquear
Unlock Cost,Desbloquear Costo
Unlock Level,Desbloquear nivel
Unlocks,Desbloquea
Unlocks after,Desbloquea después
Unlocks for,Desbloquea para
Update Bank Password,Actualizar contraseña del banco
Update Configuration,Actualizar configuración
Update Password,Actualiza contraseña
Update RootTheBox,Actualizar RootTheBox
Upgrade to,Actualizar a
Upload Avatar,Subir avatar
Upload Avatar File,Subir archivo de avatar
Upload Files,Subir archivos
Used,Usado
User Handle,Manija de usuario
Users / Teams,Usuarios / equipos
View,Ver
View Details,Ver detalles
Waiting for the game to start…,Esperando a que comience el juego ...
Wall of Sheep,Muro de ovejas
WARNING,ADVERTENCIA
Welcome,Bienvenido
Welcome to the computer war game where security professionals can practice and learn.,Bienvenido al juego de guerra de computadoras donde los profesionales de seguridad pueden practicar y aprender.
Welcome to the Scene,Bienvenido a la escena
When banking is disabled,Cuando la banca está deshabilitada
"When to start applying the penalty.  For example, you may want the first incorrect attempt to be free, but penalize subsequent attempts.","Cuándo comenzar a aplicar la penalización. Por ejemplo, es posible que desee que el primer intento incorrecto sea gratuito, pero penalice los intentos posteriores."
"When to stop applying the penalty.  For example, you may want to only penalize a certain total of the flags value and allow any further attempts to be free, thus allowing all flags to have some value.","Cuándo dejar de aplicar la pena. Por ejemplo, es posible que desee penalizar solo un cierto total del valor de las banderas y permitir que cualquier intento posterior sea libre, permitiendo que todas las banderas tengan algún valor."
when using banking.,cuando se usa la banca.
With contributions from,Con contribuciones de
XML File,Archivo XML
Yes,Sí
You are not on a team,No estas en un equipo
You do not have access to this level yet.,Aún no tienes acceso a este nivel.
You do not own this upgrade.,No eres el propietario de esta actualización.
You have not submitted any bribes yet.,Aún no ha enviado ningún soborno.
